GW,player_id,name,position,team,value,opponent_display,is_home_display,num_fixtures,predicted_points
33,155,Billy Gilmour,mid,Chelsea,45,Brentford,0,1,1.13
33,1223,Thomas Wilson-Brown,def,Leicester,40,Aston Villa (DGW),1 (DGW),2,1.13
33,539,Jahmai Simpson-Pusey,def,Man City,40,Spurs,0,1,1.12
33,653,Jonny Evans,def,Leicester,45,West Ham,0,1,1.12
33,1020,Orel Mangala,mid,Nottingham Forest,50,Chelsea,1,1,1.12
33,197,Carl Rushworth,gk,Brighton,40,Brentford,0,1,1.1
33,252,Conor Coady,def,Wolves,50,Aston Villa (DGW),1 (DGW),2,1.09
33,545,Jakub Stolarczyk,gk,Leicester,40,Aston Villa (DGW),1 (DGW),2,1.09
33,935,Mikkel Damsgaard,mid,Brentford,55,Brighton,1,1,1.09
33,19,Adama Traore,mid,Wolves,55,Arsenal,1,1,1.08
33,572,Jan Paul van Hecke,def,Brighton,40,Brentford,0,1,1.08
33,977,Neal Maupay,fwd,Brighton,65,Chelsea,1,1,1.08
33,41,Alex Scott,mid,Bournemouth,50,Crystal Palace,0,1,1.07
33,352,Elliot Anderson,mid,Newcastle,45,Southampton,1,1,1.06
33,495,Imari Samuels,def,Brighton,40,Brentford,0,1,1.05
33,938,Miodrag Pivas,def,Newcastle,40,Nott'm Forest,1,1,1.05
33,9,Abdukodir Khusanov,def,Man City,50,Spurs,0,1,1.04
33,489,Igor Julio dos Santos de Paulo,def,Brighton,45,Brentford,0,1,1.04
33,159,Boubacar Kamara,mid,Aston Villa,50,Newcastle (DGW),1 (DGW),2,1.03
33,1108,Ross Barkley,mid,Chelsea,50,Newcastle (DGW),1 (DGW),2,1.03
33,1226,Tim Ream,def,Fulham,45,Arsenal,1,1,1.02
33,984,Nico O'Reilly,mid,Man City,45,Spurs,0,1,1
33,978,Neco Williams,def,Nottingham Forest,40,Southampton,1,1,0.99
33,1110,Ruairi McConville,def,Brighton,40,Brentford,0,1,0.99
33,1248,Trevoh Chalobah,def,Chelsea,50,Bournemouth (DGW),1 (DGW),2,0.99
33,39,Alex Paulsen,gk,Bournemouth,40,Crystal Palace,0,1,0.96
33,1,Aaron Anselmino,def,Chelsea,40,Bournemouth (DGW),1 (DGW),2,0.93
33,578,Jason Steele,gk,Brighton,40,Brentford,0,1,0.92
33,1327,Zach Abbott,def,Nottingham Forest,40,Southampton,1,1,0.91
33,636,Joe Worrall,def,Nottingham Forest,45,Southampton,1,1,0.9
33,504,Issa Diop,def,West Ham,45,Arsenal,1,1,0.89
33,305,Deniz Undav,fwd,Brighton,55,Brentford,0,1,0.88
33,399,Ferdi Kadioglu,def,Brighton,45,Brentford,0,1,0.88
33,768,Lewis Hall,def,Chelsea,45,Nott'm Forest,1,1,0.88
33,876,Mateo Kovacic,mid,Chelsea,50,Spurs,0,1,0.88
33,466,Harry Toffolo,def,Nottingham Forest,45,Southampton,1,1,0.87
33,871,Mason Mount,mid,Chelsea,80,West Ham,0,1,0.86
33,207,Carlos Vinicius Alves Morais,fwd,Fulham,55,Arsenal,1,1,0.85
33,1203,Tariq Lamptey,def,Brighton,45,Brentford,0,1,0.85
33,148,Benoit Badiashile,def,Chelsea,50,Bournemouth (DGW),1 (DGW),2,0.84
33,200,Carlos Baleba,mid,Brighton,45,Brentford,0,1,0.84
33,134,Ben Johnson,def,West Ham,45,Liverpool,1,1,0.83
33,388,Fabio Ferreira Vieira,mid,Arsenal,60,Crystal Palace (DGW),1 (DGW),2,0.83
33,1183,Spike Brits,gk,Man City,40,Spurs,0,1,0.83
33,1084,Rico Lewis,def,Man City,40,Spurs,0,1,0.82
33,923,Michael Keane,def,Everton,45,Chelsea,1,1,0.81
33,17,Adam Webster,def,Brighton,45,Brentford,0,1,0.79
33,181,Callan McKenna,gk,Bournemouth,40,Crystal Palace,0,1,0.78
33,518,Jack Hinshelwood,mid,Brighton,45,Brentford,0,1,0.78
33,779,Lisandro Martinez,def,Man United,45,West Ham,0,1,0.78
33,997,Noussair Mazraoui,def,Man United,45,West Ham,0,1,0.78
33,1153,Sasa Lukic,mid,Fulham,45,Arsenal,1,1,0.78
33,886,Mathias Jorgensen,def,Brentford,40,Brighton,1,1,0.77
33,227,Chris Mepham,def,Bournemouth,45,Crystal Palace,0,1,0.76
33,355,Elyh Harrison,gk,Man United,40,West Ham,0,1,0.76
33,546,Jamaal Lascelles,def,Newcastle,45,Nott'm Forest,1,1,0.76
33,882,Matheus Franca de Oliveira,mid,Crystal Palace,50,Man City,1,1,0.76
33,662,Jorge Cuenca Barreno,def,Fulham,45,Arsenal,1,1,0.74
33,780,Lloyd Kelly,def,Bournemouth,45,Nott'm Forest,1,1,0.73
33,4,Aaron Hickey,def,Brentford,50,Brighton,1,1,0.71
33,540,Jaidon Anthony,mid,Bournemouth,55,Crystal Palace,0,1,0.71
33,908,Max Aarons,def,Bournemouth,45,Crystal Palace,0,1,0.7
33,898,Matt Turner,gk,Arsenal,40,Man City,1,1,0.68
33,1086,Rob Holding,def,Arsenal,45,Man City,1,1,0.67
33,1229,Tino Livramento,def,Southampton,45,Nott'm Forest,1,1,0.66
33,554,James Justin,def,Leicester,45,Aston Villa (DGW),1 (DGW),2,0.64
33,77,Andrew Omobamidele,def,Nottingham Forest,45,Southampton,1,1,0.63
33,307,Dermot Mee,gk,Man United,40,West Ham,0,1,0.6
33,557,James McAtee,mid,Man City,45,Spurs,0,1,0.6
33,897,Matt Targett,def,Newcastle,50,Nott'm Forest,1,1,0.59
33,705,Kalvin Phillips,mid,Man City,50,Liverpool,1,1,0.55
33,1022,Oscar Bobb,mid,Man City,45,Spurs,0,1,0.55
33,1230,Toby Collyer,mid,Man United,45,West Ham,0,1,0.54
33,1269,Victor Kristiansen,def,Leicester,45,Aston Villa (DGW),1 (DGW),2,0.54
33,1300,William Osula,fwd,Sheffield Utd,45,Nott'm Forest,1,1,0.54
33,63,Amara Nallo,def,Liverpool,40,Wolves,1,1,0.53
33,358,Emil Krafth,def,Newcastle,45,Nott'm Forest,1,1,0.53
33,485,Ibrahim Sangare,mid,Nottingham Forest,50,Southampton,1,1,0.53
33,1175,Shumaira Mheuka,fwd,Chelsea,45,Bournemouth (DGW),1 (DGW),2,0.53
33,1002,Odysseas Vlachodimos,gk,Nottingham Forest,45,Nott'm Forest,1,1,0.52
33,145,Benjamin Arthur,def,Brentford,40,Brighton,1,1,0.51
33,359,Emile Smith Rowe,mid,Arsenal,60,Arsenal,1,1,0.51
33,389,Fabio Freitas Gouveia Carvalho,mid,Liverpool,55,Brighton,1,1,0.51
33,558,James McConnell,mid,Liverpool,45,Wolves,1,1,0.51
33,1063,Raul Jimenez,fwd,Wolves,70,Arsenal,1,1,0.51
33,1259,Tyrell Malacia,def,Man United,45,West Ham,0,1,0.51
33,1292,Wilfred Ndidi,mid,Leicester,50,Aston Villa (DGW),1 (DGW),2,0.51
33,689,Julio Enciso,mid,Brighton,55,Liverpool,1,1,0.5
33,112,Asmir Begovic,gk,Everton,40,Chelsea,1,1,0.49
33,1142,Samuel Amissah,def,Fulham,40,Arsenal,1,1,0.49
33,393,Facundo Pellistri Rebollo,mid,Man United,45,West Ham,0,1,0.47
33,505,Issa Kabore,def,Luton,40,Spurs,0,1,0.47
33,102,Armando Broja,fwd,Chelsea,55,Chelsea,1,1,0.46
33,752,Leander Dendoncker,mid,Wolves,50,Newcastle (DGW),1 (DGW),2,0.44
33,321,Divin Mubama,fwd,West Ham,45,Spurs,0,1,0.43
33,381,Ethan Wheatley,fwd,Man United,45,West Ham,0,1,0.42
33,559,James Milner,mid,Liverpool,45,Brentford,0,1,0.42
33,1265,Valentin Barco,def,Brighton,40,Brentford,0,1,0.42
33,277,Daniel Jebbison,fwd,Sheffield Utd,50,Crystal Palace,0,1,0.39
33,1253,Tyler Adams,mid,Leeds,50,Crystal Palace,0,1,0.38
33,196,Caoimhin Kelleher,gk,Liverpool,40,Wolves,1,1,0.37
33,213,Cesare Casadei,mid,Chelsea,45,Bournemouth (DGW),1 (DGW),2,0.37
33,770,Lewis Miley,mid,Newcastle,45,Nott'm Forest,1,1,0.37
33,1068,Reiss Nelson,mid,Arsenal,50,Arsenal,1,1,0.37
33,456,Hannibal Mejbri,mid,Man United,45,West Ham,0,1,0.34
33,1127,Ryan Sessegnon,def,Tottenham,45,Arsenal,1,1,0.34
33,1187,Stefan Ortega Moreno,gk,Man City,40,Spurs,0,1,0.33
33,960,Naouirou Ahamada,mid,Crystal Palace,45,Man City,1,1,0.32
33,364,Emmanuel Dennis,fwd,Nottingham Forest,60,Southampton,1,1,0.31
33,450,Hakon Valdimarsson,gk,Brentford,40,Brighton,1,1,0.3
33,146,Benjamin Fredrick,def,Brentford,40,Brighton,1,1,0.29
33,293,David Ozoh,mid,Crystal Palace,45,Man City,1,1,0.29
33,544,Jakub Moder,mid,Brighton,45,Brentford,0,1,0.28
33,584,Jayden Danns,fwd,Liverpool,45,Wolves,1,1,0.28
33,60,Amad Diallo,mid,Man United,45,West Ham,0,1,0.26
33,633,Joe White,mid,Newcastle,45,Nott'm Forest,1,1,0.25
33,862,Mark Travers,gk,Bournemouth,45,Crystal Palace,0,1,0.25
33,1000,Odeluga Offiah,def,Brighton,40,Brentford,0,1,0.25
33,699,Kaden Rodney,mid,Crystal Palace,45,Man City,1,1,0.22
33,327,Dominic Sadi,mid,Bournemouth,45,Crystal Palace,0,1,0.2
33,828,Mahmoud Dahoud,mid,Brighton,50,Brentford,0,1,0.19
33,1283,Wayne Hennessey,gk,Nottingham Forest,40,Southampton,1,1,0.19
33,290,David Brooks,mid,Bournemouth,55,Crystal Palace,0,1,0.18
33,831,Malcolm Ebiowei,mid,Crystal Palace,45,Man City,1,1,0.18
33,599,Jeremy Sarmiento Morante,mid,Brighton,45,Brentford,0,1,0.17
33,1099,Romain Faivre,mid,Bournemouth,50,Crystal Palace,0,1,0.16
33,156,Bobby Clark,mid,Liverpool,45,Wolves,1,1,0.15
33,143,Benicio Baker-Boaitey,mid,Brighton,45,Brentford,0,1,0.14
33,975,Nathaniel Phillips,def,Liverpool,40,Wolves,1,1,0.14
33,911,Max Kinsey-Wellings,def,Bournemouth,40,Crystal Palace,0,1,0.13
33,161,Boubakary Soumare,mid,Leicester,45,Aston Villa (DGW),1 (DGW),2,0.11
33,65,Amario Cozier-Duberry,mid,Arsenal,45,Brentford,0,1,0.1
33,615,Joao Neves Virginia,gk,Everton,40,Chelsea,1,1,0.1
33,1016,Omar Richards,def,Nottingham Forest,45,Southampton,1,1,0.1
33,681,Josh Wilson-Esbrand,def,Man City,40,Spurs,0,1,0.09
33,36,Alex Murphy,def,Newcastle,40,Nott'm Forest,1,1,0.08
33,291,David Datro Fofana,fwd,Chelsea,50,Bournemouth (DGW),1 (DGW),2,0.08
33,595,Jenson Metcalfe,mid,Everton,45,Chelsea,1,1,0.08
33,677,Josh King,mid,Fulham,45,Arsenal,1,1,0.08
33,194,Cameron Peupion,mid,Brighton,45,Brentford,0,1,0.07
33,553,James Hill,def,Bournemouth,45,Crystal Palace,0,1,0.06
33,1010,Oliver Skipp,mid,Tottenham,45,Aston Villa (DGW),1 (DGW),2,0.06
33,1018,Omari Hutchinson,mid,Chelsea,45,Liverpool,1,1,0.06
33,1150,Sandro Tonali,mid,Newcastle,55,Nott'm Forest,1,1,0.06
33,130,Ben Doak,mid,Liverpool,45,Wolves,1,1,0.05
33,547,Jamal Lewis,def,Newcastle,45,Nott'm Forest,1,1,0.05
33,49,Alfie Gilchrist,def,Chelsea,40,Bournemouth (DGW),1 (DGW),2,0.04
33,275,Daniel Iversen,gk,Leicester,40,Aston Villa (DGW),1 (DGW),2,0.04
33,651,Jonathan Panzo,def,Nottingham Forest,40,Southampton,1,1,0.04
33,870,Mason Holgate,def,Everton,45,Chelsea,1,1,0.04
33,34,Alex Mighten,mid,Nottingham Forest,50,Southampton,1,1,0.03
33,376,Ethan Brierley,mid,Brentford,45,Brighton,1,1,0.03
33,1249,Treymaurice Nyoni,mid,Liverpool,45,Wolves,1,1,0.03
33,270,Daniel Adu-Adjei,fwd,Bournemouth,45,Crystal Palace,0,1,0.02
33,452,Hamed Traore,mid,Bournemouth,45,Crystal Palace,0,1,0.02
33,542,Jake O'Brien,def,Crystal Palace,40,Chelsea,1,1,0.02
33,1166,Sepp van den Berg,def,Liverpool,40,Brighton,1,1,0.02
33,1314,Yasin Ayari,mid,Brighton,45,Brentford,0,1,0.02
33,861,Mark O'Mahony,fwd,Brighton,45,Brentford,0,1,0
33,1224,Tim Iroegbunam,mid,Aston Villa,45,Chelsea,1,1,-0
33,1234,Tom Heaton,gk,Man United,40,West Ham,0,1,-0
33,1323,Youssef Ramalho Chermiti,fwd,Everton,50,Chelsea,1,1,0
33,470,Harvey Davies,gk,Liverpool,40,Wolves,1,1,-0.01
33,581,Jay Stansfield,fwd,Fulham,45,Arsenal,1,1,-0.01
33,1192,Steven Benda,gk,Fulham,40,Arsenal,1,1,-0.01
33,482,Hwang Ui-jo,fwd,Nottingham Forest,45,Southampton,1,1,-0.05
33,422,Garang Kuol,mid,Newcastle,45,Nott'm Forest,1,1,-0.07
33,697,Kacper Kozlowski,mid,Brighton,45,Brentford,0,1,-0.07
33,721,Kevin Mbabu,def,Fulham,45,Arsenal,1,1,-0.07
33,1078,Rhys Williams,def,Liverpool,40,Wolves,1,1,-0.07
33,1104,Romeo Lavia,mid,Southampton,45,Bournemouth (DGW),1 (DGW),2,-0.07
33,460,Harry Amass,def,Man United,40,West Ham,0,1,-0.08
33,465,Harry Souttar,def,Leicester,45,Aston Villa (DGW),1 (DGW),2,-0.08
33,1219,Thomas Cannon,fwd,Everton,45,Aston Villa (DGW),1 (DGW),2,-0.08
33,1128,Ryan Trevitt,mid,Brentford,45,Brighton,1,1,-0.09
33,1155,Scott Carson,gk,Man City,40,Spurs,0,1,-0.09
33,76,Andrew Moran,mid,Brighton,45,Brentford,0,1,-0.1
33,534,Jacob Wright,mid,Man City,45,Spurs,0,1,-0.1
33,602,Jesurun Rak-Sakyi,mid,Crystal Palace,45,Man City,1,1,-0.1
33,766,Lewis Dobbin,mid,Everton,45,Newcastle (DGW),1 (DGW),2,-0.1
33,956,Myles Peart-Harris,mid,Brentford,45,Brighton,1,1,-0.1
33,1079,Ricardo Barbosa Pereira,def,Leicester,45,Aston Villa (DGW),1 (DGW),2,-0.11
33,771,Lewis O'Brien,mid,Nottingham Forest,50,Southampton,1,1,-0.12
33,497,Isaac Hayden,mid,Newcastle,45,Nott'm Forest,1,1,-0.13
33,672,Josh Bowler,mid,Nottingham Forest,45,Southampton,1,1,-0.14
33,810,Luke Harris,mid,Fulham,45,Arsenal,1,1,-0.16
33,1296,Will Dennis,gk,Bournemouth,40,Crystal Palace,0,1,-0.16
33,1069,Remi Matthews,gk,Crystal Palace,40,Man City,1,1,-0.18
33,1066,Reece James,def,Chelsea,60,Bournemouth (DGW),1 (DGW),2,-0.19
33,623,Joe Gauci,gk,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.21
33,815,Luke Thomas,def,Leicester,45,Aston Villa (DGW),1 (DGW),2,-0.23
33,727,Kieran Tierney,def,Arsenal,50,Crystal Palace (DGW),1 (DGW),2,-0.24
33,58,Altay Bayindir,gk,Man United,40,West Ham,0,1,-0.25
33,864,Martial Godo,mid,Fulham,45,Arsenal,1,1,-0.28
33,209,Carney Chukwuemeka,mid,Chelsea,45,Bournemouth (DGW),1 (DGW),2,-0.3
33,491,Iliman Ndiaye,fwd,Sheffield Utd,55,Chelsea,1,1,-0.33
33,776,Liam Delap,fwd,Man City,45,Liverpool,1,1,-0.38
33,1176,Sil Swinkels,def,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.38
33,1271,Viljami Sinisalo,gk,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.61
33,711,Kasey McAteer,mid,Leicester,45,Aston Villa (DGW),1 (DGW),2,-0.62
33,671,Josh Acheampong,def,Chelsea,40,Bournemouth (DGW),1 (DGW),2,-0.64
33,1091,Robin Olsen,gk,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.65
33,738,Kortney Hause,def,Aston Villa,45,Newcastle (DGW),1 (DGW),2,-0.66
33,748,Lamare Bogarde,def,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.67
33,1288,Wesley Fofana,def,Leicester,45,Bournemouth (DGW),1 (DGW),2,-0.74
33,693,Jurrien Timber,def,Arsenal,50,Crystal Palace (DGW),1 (DGW),2,-0.79
33,299,Deivid Washington de Souza Eugenio,fwd,Chelsea,45,Bournemouth (DGW),1 (DGW),2,-0.84
33,1011,Oliwier Zych,gk,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.86
33,851,Marcus Bettinelli,gk,Chelsea,40,Bournemouth (DGW),1 (DGW),2,-0.89
33,1281,Wanya Marcal-Madivadua,mid,Leicester,45,Aston Villa (DGW),1 (DGW),2,-0.89
33,703,Kaine Kesler Hayden,def,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.91
33,401,Filip Marschall,gk,Aston Villa,40,Newcastle (DGW),1 (DGW),2,-0.98
33,84,Angelo Gabriel Borges Damaceno,mid,Chelsea,50,Bournemouth (DGW),1 (DGW),2,-0.99
33,698,Kadan Young,mid,Aston Villa,45,Newcastle (DGW),1 (DGW),2,-1.11
33,500,Ishe Samuels-Smith,def,Everton,40,Bournemouth (DGW),1 (DGW),2,-1.12
33,1103,Romelu Lukaku Bolingoli,fwd,Chelsea,70,Bournemouth (DGW),1 (DGW),2,-1.12
33,955,Myles Lewis-Skelly,mid,Arsenal,45,Crystal Palace (DGW),1 (DGW),2,-1.17
33,710,Karl Hein,gk,Arsenal,40,Crystal Palace (DGW),1 (DGW),2,-1.19
33,573,Jannik Vestergaard,def,Leicester,40,Aston Villa (DGW),1 (DGW),2,-1.22
33,830,Malang Sarr,def,Chelsea,50,Bournemouth (DGW),1 (DGW),2,-1.26
33,792,Lucas Bergstrom,gk,Chelsea,40,Bournemouth (DGW),1 (DGW),2,-1.31
33,468,Harry Winks,mid,Tottenham,45,Aston Villa (DGW),1 (DGW),2,-1.33
33,378,Ethan Nwaneri,mid,Arsenal,45,Crystal Palace (DGW),1 (DGW),2,-1.35
33,79,Andrey Nascimento dos Santos,mid,Chelsea,45,Bournemouth (DGW),1 (DGW),2,-1.38
33,1019,Omari Kellyman,mid,Aston Villa,45,Bournemouth (DGW),1 (DGW),2,-1.38
33,453,Hamza Choudhury,mid,Leicester,45,Aston Villa (DGW),1 (DGW),2,-1.58
33,965,Nathan Butler-Oyedeji,fwd,Arsenal,45,Crystal Palace (DGW),1 (DGW),2,-2.05
34,374,Erling Haaland,fwd,Man City,115,Brentford,1,1,5.59
34,171,Bruno Borges Fernandes,mid,Man United,100,Fulham,1,1,4.97
34,1048,Phil Foden,mid,Man City,80,Brentford,1,1,4.86
34,943,Mohamed Salah,mid,Liverpool,130,Bournemouth,0,1,4.77
34,1034,Pascal Gross,mid,Brighton,55,West Ham,1,1,4.72
34,728,Kieran Trippier,def,Newcastle,50,Liverpool,0,1,4.08
34,1094,Rodrigo Hernandez,mid,Man City,60,Brentford,1,1,3.92
34,44,Alexander Isak,fwd,Newcastle,70,Liverpool,0,1,3.89
34,492,Ilkay Gundogan,mid,Man City,75,Brentford,1,1,3.85
34,45,Alexis Mac Allister,mid,Brighton,55,Bournemouth,0,1,3.8
34,278,Daniel Munoz,def,Crystal Palace,45,Chelsea,0,1,3.78
34,317,Diogo Dalot Teixeira,def,Man United,45,Fulham,1,1,3.67
34,53,Alisson Ramses Becker,gk,Liverpool,55,Bournemouth,0,1,3.54
34,18,Adam Wharton,mid,Crystal Palace,50,Chelsea,0,1,3.53
34,339,Eberechi Eze,mid,Crystal Palace,55,Chelsea,0,1,3.46
34,71,Andre Onana,gk,Man United,50,Fulham,1,1,3.44
34,89,Anthony Gordon,mid,Everton,55,Liverpool,0,1,3.44
34,1262,Tyrick Mitchell,def,Crystal Palace,45,Chelsea,0,1,3.43
34,618,Joao Pedro Junqueira de Jesus,fwd,Brighton,55,West Ham,1,1,3.38
34,469,Harvey Barnes,mid,Leicester,70,Liverpool,0,1,3.37
34,684,Josko Gvardiol,def,Man City,50,Brentford,1,1,3.35
34,387,Fabian Schar,def,Newcastle,45,Liverpool,0,1,3.34
34,173,Bruno Guimaraes Rodriguez Moura,mid,Newcastle,60,Liverpool,0,1,3.33
34,720,Kevin De Bruyne,mid,Man City,120,Brentford,1,1,3.32
34,931,Miguel Almiron Rejala,mid,Newcastle,50,Liverpool,0,1,3.32
34,74,Andreas Hoelgebaum Pereira,mid,Fulham,45,Newcastle,0,1,3.31
34,947,Morgan Gibbs-White,mid,Wolves,55,Brighton,0,1,3.31
34,150,Bernd Leno,gk,Fulham,45,Newcastle,0,1,3.28
34,659,Jordan Pickford,gk,Everton,45,Southampton,0,1,3.25
34,1160,Sean Longstaff,mid,Newcastle,45,Liverpool,0,1,3.22
34,1247,Trent Alexander-Arnold,def,Liverpool,75,Bournemouth,0,1,3.2
34,31,Alex Iwobi,mid,Everton,55,Newcastle,0,1,3.19
34,266,Dan Burn,def,Newcastle,45,Liverpool,0,1,3.15
34,149,Bernardo Veiga de Carvalho e Silva,mid,Man City,70,Brentford,1,1,3.11
34,696,Justin Kluivert,mid,Bournemouth,50,Man Utd,1,1,3.1
34,28,Alejandro Garnacho,mid,Man United,45,Fulham,1,1,3.09
34,225,Chiedozie Ogbene,mid,Ipswich,50,Wolves,0,1,3.09
34,1274,Virgil van Dijk,def,Liverpool,65,Bournemouth,0,1,3.07
34,589,Jean-Philippe Mateta,fwd,Crystal Palace,55,Chelsea,0,1,3.03
34,187,Callum Wilson,fwd,Newcastle,75,Liverpool,0,1,2.91
34,338,Dwight McNeil,mid,Everton,55,Southampton,0,1,2.91
34,531,Jacob Murphy,mid,Newcastle,45,Liverpool,0,1,2.91
34,1061,Rasmus Hojlund,fwd,Man United,70,Fulham,1,1,2.9
34,1302,Willian Borges da Silva,mid,Fulham,55,Newcastle,0,1,2.89
34,512,Jack Clarke,mid,Ipswich,55,Wolves,0,1,2.88
34,594,Jens Cajuste,mid,Ipswich,45,Wolves,0,1,2.86
34,285,Dara O'Shea,def,Burnley,45,Wolves,0,1,2.85
34,319,Diogo Teixeira da Silva,mid,Liverpool,80,Bournemouth,0,1,2.85
34,394,Federico Chiesa,mid,Liverpool,70,Bournemouth,0,1,2.84
34,536,Jaden Philogene-Bidace,mid,Aston Villa,55,Wolves,0,1,2.83
34,686,Julian Alvarez,fwd,Man City,65,Brentford,1,1,2.82
34,1139,Sam Szmodics,mid,Ipswich,60,Wolves,0,1,2.82
34,708,Kaoru Mitoma,mid,Brighton,50,West Ham,1,1,2.8
34,484,Ibrahim Osman,mid,Brighton,50,West Ham,1,1,2.78
34,343,Ederson Santana de Moraes,gk,Man City,55,Brentford,1,1,2.77
34,467,Harry Wilson,mid,Fulham,60,Newcastle,0,1,2.77
34,835,Manuel Akanji,def,Man City,50,Brentford,1,1,2.76
34,981,Nick Pope,gk,Newcastle,50,Liverpool,0,1,2.76
34,109,Asher Agbinone,mid,Crystal Palace,45,Chelsea,0,1,2.7
34,116,Axel Tuanzebe,def,Ipswich,40,Wolves,0,1,2.68
34,229,Chris Wood,fwd,Newcastle,60,Brighton,0,1,2.66
34,838,Manuel Ugarte,mid,Man United,50,Fulham,1,1,2.61
34,117,Ayden Heaven,def,Arsenal,40,Fulham,1,1,2.6
34,872,Massimo Luongo,mid,Ipswich,45,Wolves,0,1,2.6
34,597,Jeremy Doku,mid,Man City,65,Brentford,1,1,2.59
34,859,Mark Flekken,gk,Brentford,45,Nott'm Forest,0,1,2.58
34,350,Elkan Baggott,def,Ipswich,40,Wolves,0,1,2.57
34,640,Joel Ward,def,Crystal Palace,45,Chelsea,0,1,2.57
34,1136,Sam Morsy,mid,Ipswich,50,Wolves,0,1,2.57
34,330,Dominik Szoboszlai,mid,Liverpool,70,Bournemouth,0,1,2.56
34,1177,Simon Adingra,mid,Brighton,50,West Ham,1,1,2.56
34,8,Abdoulaye Doucoure,mid,Everton,55,Southampton,0,1,2.54
34,414,Freddie Ladapo,fwd,Ipswich,45,Wolves,0,1,2.53
34,516,Jack Grealish,mid,Man City,70,Brentford,1,1,2.53
34,746,Kyle Walker,def,Man City,50,Brentford,1,1,2.53
34,1285,Wes Burns,mid,Ipswich,50,Wolves,0,1,2.53
34,562,James Tarkowski,def,Everton,45,Southampton,0,1,2.52
34,459,Harrison Reed,mid,Fulham,45,Newcastle,0,1,2.51
34,799,Luis Diaz,mid,Liverpool,80,Bournemouth,0,1,2.47
34,256,Corrie Ndaba,def,Ipswich,40,Wolves,0,1,2.44
34,232,Christian Eriksen,mid,Man United,65,Fulham,1,1,2.43
34,517,Jack Harrison,mid,Leeds,60,Southampton,0,1,2.42
34,1154,Savio 'Savinho' Moreira de Oliveira,mid,Man City,65,Brentford,1,1,2.42
34,814,Luke Shaw,def,Man United,50,Fulham,1,1,2.41
34,816,Luke Woolfenden,def,Ipswich,40,Wolves,0,1,2.41
34,767,Lewis Dunk,def,Brighton,45,West Ham,1,1,2.4
34,1270,Victor Lindelof,def,Man United,45,Fulham,1,1,2.4
34,365,Enes Unal,fwd,Bournemouth,50,Man Utd,1,1,2.39
34,627,Joe Knight,mid,Brighton,45,West Ham,1,1,2.39
34,201,Carlos Henrique Casimiro,mid,Man United,50,Fulham,1,1,2.38
34,530,Jacob Greaves,def,Ipswich,40,Wolves,0,1,2.38
34,121,Bart Verbruggen,gk,Brighton,45,West Ham,1,1,2.36
34,289,Darwin Nunez Ribeiro,fwd,Liverpool,90,Bournemouth,0,1,2.36
34,193,Cameron Humphreys,mid,Ipswich,45,Wolves,0,1,2.35
34,1149,Sander Berge,mid,Burnley,50,Newcastle,0,1,2.35
34,1278,Vitor de Oliveira Nunes dos Reis,def,Man City,45,Brentford,1,1,2.35
34,22,Adrian Mazilu,mid,Brighton,45,West Ham,1,1,2.33
34,250,Conor Bradley,def,Liverpool,40,Bournemouth,0,1,2.32
34,1197,Sven Botman,def,Newcastle,45,Liverpool,0,1,2.32
34,429,George Edmundson,def,Ipswich,40,Wolves,0,1,2.31
34,592,Jefferson Lerma Solis,mid,Bournemouth,50,Chelsea,0,1,2.3
34,192,Cameron Burgess,def,Ipswich,40,Wolves,0,1,2.29
34,502,Ismaila Sarr,mid,Crystal Palace,60,Chelsea,0,1,2.29
34,1228,Timothy Castagne,def,Leicester,45,Newcastle,0,1,2.29
34,269,Dango Ouattara,mid,Bournemouth,50,Man Utd,1,1,2.28
34,667,Joseph Gomez,def,Liverpool,45,Bournemouth,0,1,2.28
34,962,Nathan Ake,def,Man City,50,Brentford,1,1,2.27
34,279,Danilo dos Santos de Oliveira,mid,Nottingham Forest,45,Brighton,0,1,2.26
34,439,Godwill Kukonki,def,Man United,40,Fulham,1,1,2.26
34,52,Ali Al-Hamadi,fwd,Ipswich,50,Wolves,0,1,2.25
34,1180,Solly March,mid,Brighton,50,West Ham,1,1,2.25
34,462,Harry Clarke,def,Ipswich,40,Wolves,0,1,2.24
34,641,Joelinton Cassio Apolinario de Lira,mid,Newcastle,60,Liverpool,0,1,2.24
34,754,Leif Davis,def,Ipswich,45,Wolves,0,1,2.24
34,524,Jack Taylor,mid,Ipswich,50,Wolves,0,1,2.23
34,1113,Ruben Gato Alves Dias,def,Man City,60,Brentford,1,1,2.23
34,246,Cody Gakpo,fwd,Liverpool,80,Bournemouth,0,1,2.21
34,471,Harvey Elliott,mid,Liverpool,50,Bournemouth,0,1,2.21
34,909,Max Alleyne,def,Man City,40,Brentford,1,1,2.21
34,1047,Pervis Estupinan,def,Brighton,45,West Ham,1,1,2.19
34,1256,Tyler Morton,mid,Liverpool,45,Bournemouth,0,1,2.18
